,country,Country_key,year,sex,age,population,suicides/100k pop,gdp_per_capita ($),generation,Happiness_Score
17592,New Zealand, NZL,1997,male,25-34 years,283300,43.77,19041,Generation X,7.31400012969971
17593,New Zealand, NZL,1997,male,15-24 years,275100,41.08,19041,Generation X,7.31400012969971
17594,New Zealand, NZL,1997,male,75+ years,68800,27.62,19041,G.I. Generation,7.31400012969971
17595,New Zealand, NZL,1997,male,35-54 years,508800,23.58,19041,Boomers,7.31400012969971
17596,New Zealand, NZL,1997,male,55-74 years,272800,21.99,19041,Silent,7.31400012969971
17597,New Zealand, NZL,1997,female,15-24 years,267800,10.83,19041,Generation X,7.31400012969971
17598,New Zealand, NZL,1997,female,25-34 years,299300,10.02,19041,Generation X,7.31400012969971
17599,New Zealand, NZL,1997,female,35-54 years,518000,8.11,19041,Boomers,7.31400012969971
17600,New Zealand, NZL,1997,female,75+ years,115700,4.32,19041,G.I. Generation,7.31400012969971
17601,New Zealand, NZL,1997,female,55-74 years,286000,4.2,19041,Silent,7.31400012969971
17602,New Zealand, NZL,1997,male,5-14 years,295200,1.69,19041,Millenials,7.31400012969971
17603,New Zealand, NZL,1997,female,5-14 years,279400,1.07,19041,Millenials,7.31400012969971
17604,New Zealand, NZL,1998,male,25-34 years,278300,39.17,16052,Generation X,7.31400012969971
17605,New Zealand, NZL,1998,male,15-24 years,272800,38.12,16052,Generation X,7.31400012969971
17606,New Zealand, NZL,1998,male,75+ years,71400,28.01,16052,G.I. Generation,7.31400012969971
17607,New Zealand, NZL,1998,male,55-74 years,276300,25.33,16052,Silent,7.31400012969971
17608,New Zealand, NZL,1998,male,35-54 years,521600,24.92,16052,Boomers,7.31400012969971
17609,New Zealand, NZL,1998,female,15-24 years,263700,13.27,16052,Generation X,7.31400012969971
17610,New Zealand, NZL,1998,female,25-34 years,295400,8.46,16052,Generation X,7.31400012969971
17611,New Zealand, NZL,1998,female,35-54 years,532900,8.44,16052,Boomers,7.31400012969971
17612,New Zealand, NZL,1998,female,55-74 years,288900,5.88,16052,Silent,7.31400012969971
17613,New Zealand, NZL,1998,female,75+ years,118800,5.05,16052,G.I. Generation,7.31400012969971
17614,New Zealand, NZL,1998,male,5-14 years,299400,3.01,16052,Millenials,7.31400012969971
17615,New Zealand, NZL,1998,female,5-14 years,283300,1.41,16052,Millenials,7.31400012969971
17616,New Zealand, NZL,1999,male,25-34 years,275910,38.42,16556,Generation X,7.31400012969971
17617,New Zealand, NZL,1999,male,15-24 years,267510,31.03,16556,Generation X,7.31400012969971
17618,New Zealand, NZL,1999,male,75+ years,74230,24.25,16556,G.I. Generation,7.31400012969971
17619,New Zealand, NZL,1999,male,35-54 years,533840,23.42,16556,Boomers,7.31400012969971
17620,New Zealand, NZL,1999,male,55-74 years,282950,17.67,16556,Silent,7.31400012969971
17621,New Zealand, NZL,1999,female,15-24 years,262170,14.11,16556,Generation X,7.31400012969971
17622,New Zealand, NZL,1999,female,35-54 years,548710,9.11,16556,Boomers,7.31400012969971
17623,New Zealand, NZL,1999,female,25-34 years,294350,6.79,16556,Generation X,7.31400012969971
17624,New Zealand, NZL,1999,female,55-74 years,295670,5.07,16556,Silent,7.31400012969971
17625,New Zealand, NZL,1999,female,75+ years,122450,4.9,16556,G.I. Generation,7.31400012969971
17626,New Zealand, NZL,1999,female,5-14 years,288000,1.04,16556,Millenials,7.31400012969971
17627,New Zealand, NZL,1999,male,5-14 years,303510,0.99,16556,Millenials,7.31400012969971
17628,New Zealand, NZL,2000,male,25-34 years,270430,38.83,14725,Generation X,7.31400012969971
17629,New Zealand, NZL,2000,male,15-24 years,266610,30.38,14725,Generation X,7.31400012969971
17630,New Zealand, NZL,2000,male,35-54 years,540160,20.92,14725,Boomers,7.31400012969971
17631,New Zealand, NZL,2000,male,75+ years,77050,20.77,14725,G.I. Generation,7.31400012969971
17632,New Zealand, NZL,2000,male,55-74 years,287820,19.8,14725,Silent,7.31400012969971
17633,New Zealand, NZL,2000,female,25-34 years,290740,7.22,14725,Generation X,7.31400012969971
17634,New Zealand, NZL,2000,female,15-24 years,261330,5.74,14725,Generation X,7.31400012969971
17635,New Zealand, NZL,2000,female,35-54 years,558340,5.37,14725,Boomers,7.31400012969971
17636,New Zealand, NZL,2000,female,55-74 years,300560,3.99,14725,Silent,7.31400012969971
17637,New Zealand, NZL,2000,female,75+ years,125530,3.19,14725,G.I. Generation,7.31400012969971
17638,New Zealand, NZL,2000,male,5-14 years,305390,0.98,14725,Millenials,7.31400012969971
17639,New Zealand, NZL,2000,female,5-14 years,289730,0.35,14725,Millenials,7.31400012969971
17640,New Zealand, NZL,2001,male,25-34 years,264130,34.83,14968,Generation X,7.31400012969971
17641,New Zealand, NZL,2001,male,15-24 years,269420,32.29,14968,Millenials,7.31400012969971
17642,New Zealand, NZL,2001,male,75+ years,80070,31.22,14968,Silent,7.31400012969971
17643,New Zealand, NZL,2001,male,35-54 years,544420,23.88,14968,Boomers,7.31400012969971
17644,New Zealand, NZL,2001,male,55-74 years,294430,18.34,14968,Silent,7.31400012969971
17645,New Zealand, NZL,2001,female,25-34 years,284680,10.19,14968,Generation X,7.31400012969971
17646,New Zealand, NZL,2001,female,15-24 years,263730,8.72,14968,Millenials,7.31400012969971
17647,New Zealand, NZL,2001,female,75+ years,128740,6.99,14968,Silent,7.31400012969971
17648,New Zealand, NZL,2001,female,35-54 years,565790,6.89,14968,Boomers,7.31400012969971
17649,New Zealand, NZL,2001,female,55-74 years,307490,5.53,14968,Silent,7.31400012969971
17650,New Zealand, NZL,2001,female,5-14 years,289760,0.69,14968,Millenials,7.31400012969971
17651,New Zealand, NZL,2001,male,5-14 years,306430,0.33,14968,Millenials,7.31400012969971
17652,New Zealand, NZL,2002,male,25-34 years,263160,31.16,18208,Generation X,7.31400012969971
17653,New Zealand, NZL,2002,male,35-54 years,550840,23.78,18208,Boomers,7.31400012969971
17654,New Zealand, NZL,2002,male,15-24 years,280450,23.53,18208,Millenials,7.31400012969971
17655,New Zealand, NZL,2002,male,55-74 years,304480,19.38,18208,Silent,7.31400012969971
17656,New Zealand, NZL,2002,male,75+ years,83290,19.21,18208,Silent,7.31400012969971
17657,New Zealand, NZL,2002,female,15-24 years,271530,11.05,18208,Millenials,7.31400012969971
17658,New Zealand, NZL,2002,female,25-34 years,282330,9.21,18208,Generation X,7.31400012969971
17659,New Zealand, NZL,2002,female,35-54 years,573790,6.8,18208,Boomers,7.31400012969971
17660,New Zealand, NZL,2002,female,55-74 years,317610,4.09,18208,Silent,7.31400012969971
17661,New Zealand, NZL,2002,female,75+ years,131060,3.82,18208,Silent,7.31400012969971
17662,New Zealand, NZL,2002,female,5-14 years,292230,0.0,18208,Millenials,7.31400012969971
17663,New Zealand, NZL,2002,male,5-14 years,308420,0.0,18208,Millenials,7.31400012969971
17664,New Zealand, NZL,2003,male,75+ years,86840,31.09,23663,Silent,7.31400012969971
17665,New Zealand, NZL,2003,male,25-34 years,264090,30.29,23663,Generation X,7.31400012969971
17666,New Zealand, NZL,2003,male,35-54 years,558950,25.58,23663,Boomers,7.31400012969971
17667,New Zealand, NZL,2003,male,15-24 years,292920,22.53,23663,Millenials,7.31400012969971
17668,New Zealand, NZL,2003,male,55-74 years,314200,18.46,23663,Silent,7.31400012969971
17669,New Zealand, NZL,2003,female,15-24 years,281350,11.02,23663,Millenials,7.31400012969971
17670,New Zealand, NZL,2003,female,35-54 years,583610,9.6,23663,Boomers,7.31400012969971
17671,New Zealand, NZL,2003,female,75+ years,133600,8.23,23663,Silent,7.31400012969971
17672,New Zealand, NZL,2003,female,25-34 years,281770,7.81,23663,Generation X,7.31400012969971
17673,New Zealand, NZL,2003,female,55-74 years,327420,6.11,23663,Silent,7.31400012969971
17674,New Zealand, NZL,2003,male,5-14 years,310850,1.29,23663,Millenials,7.31400012969971
17675,New Zealand, NZL,2003,female,5-14 years,293820,0.34,23663,Millenials,7.31400012969971
17676,New Zealand, NZL,2004,male,75+ years,89210,31.39,27325,Silent,7.31400012969971
17677,New Zealand, NZL,2004,male,25-34 years,265490,28.63,27325,Generation X,7.31400012969971
17678,New Zealand, NZL,2004,male,15-24 years,296450,28.0,27325,Millenials,7.31400012969971
17679,New Zealand, NZL,2004,male,35-54 years,569570,23.35,27325,Boomers,7.31400012969971
17680,New Zealand, NZL,2004,male,55-74 years,325010,17.85,27325,Silent,7.31400012969971
17681,New Zealand, NZL,2004,female,15-24 years,289050,10.38,27325,Millenials,7.31400012969971
17682,New Zealand, NZL,2004,female,25-34 years,285690,6.65,27325,Generation X,7.31400012969971
17683,New Zealand, NZL,2004,female,35-54 years,599380,6.34,27325,Boomers,7.31400012969971
17684,New Zealand, NZL,2004,female,55-74 years,338890,5.9,27325,Silent,7.31400012969971
17685,New Zealand, NZL,2004,female,75+ years,135340,2.96,27325,Silent,7.31400012969971
17686,New Zealand, NZL,2004,male,5-14 years,312260,1.28,27325,Millenials,7.31400012969971
17687,New Zealand, NZL,2004,female,5-14 years,296170,0.68,27325,Millenials,7.31400012969971
17688,New Zealand, NZL,2005,male,25-34 years,264490,32.52,29803,Generation X,7.31400012969971
17689,New Zealand, NZL,2005,male,15-24 years,300360,27.97,29803,Millenials,7.31400012969971
17690,New Zealand, NZL,2005,male,35-54 years,576380,23.94,29803,Boomers,7.31400012969971
17691,New Zealand, NZL,2005,male,75+ years,92350,17.33,29803,Silent,7.31400012969971
17692,New Zealand, NZL,2005,male,55-74 years,335140,17.31,29803,Silent,7.31400012969971
17693,New Zealand, NZL,2005,female,25-34 years,284850,9.13,29803,Generation X,7.31400012969971
17694,New Zealand, NZL,2005,female,15-24 years,294110,8.16,29803,Millenials,7.31400012969971
17695,New Zealand, NZL,2005,female,35-54 years,608650,8.05,29803,Boomers,7.31400012969971
17696,New Zealand, NZL,2005,female,75+ years,137460,6.55,29803,Silent,7.31400012969971
17697,New Zealand, NZL,2005,female,55-74 years,349600,6.29,29803,Silent,7.31400012969971
17698,New Zealand, NZL,2005,female,5-14 years,294940,0.68,29803,Millenials,7.31400012969971
17699,New Zealand, NZL,2005,male,5-14 years,310950,0.0,29803,Millenials,7.31400012969971
17700,New Zealand, NZL,2006,male,15-24 years,305250,31.12,28628,Millenials,7.31400012969971
17701,New Zealand, NZL,2006,male,25-34 years,263090,27.37,28628,Generation X,7.31400012969971
17702,New Zealand, NZL,2006,male,35-54 years,584130,23.28,28628,Boomers,7.31400012969971
17703,New Zealand, NZL,2006,male,55-74 years,344980,20.0,28628,Silent,7.31400012969971
17704,New Zealand, NZL,2006,male,75+ years,95930,14.59,28628,Silent,7.31400012969971
17705,New Zealand, NZL,2006,female,25-34 years,283300,9.88,28628,Generation X,7.31400012969971
17706,New Zealand, NZL,2006,female,35-54 years,619730,8.39,28628,Boomers,7.31400012969971
17707,New Zealand, NZL,2006,female,15-24 years,299490,8.01,28628,Millenials,7.31400012969971
17708,New Zealand, NZL,2006,female,55-74 years,360390,6.38,28628,Silent,7.31400012969971
17709,New Zealand, NZL,2006,female,75+ years,139990,5.71,28628,Silent,7.31400012969971
17710,New Zealand, NZL,2006,female,5-14 years,293570,1.36,28628,Millenials,7.31400012969971
17711,New Zealand, NZL,2006,male,5-14 years,308750,0.65,28628,Millenials,7.31400012969971
17712,New Zealand, NZL,2007,male,25-34 years,262570,30.47,34892,Generation X,7.31400012969971
17713,New Zealand, NZL,2007,male,35-54 years,588830,25.47,34892,Boomers,7.31400012969971
17714,New Zealand, NZL,2007,male,75+ years,99040,23.22,34892,Silent,7.31400012969971
17715,New Zealand, NZL,2007,male,15-24 years,309990,22.58,34892,Millenials,7.31400012969971
17716,New Zealand, NZL,2007,male,55-74 years,354950,14.65,34892,Silent,7.31400012969971
17717,New Zealand, NZL,2007,female,35-54 years,627060,8.77,34892,Boomers,7.31400012969971
17718,New Zealand, NZL,2007,female,15-24 years,302660,7.6,34892,Millenials,7.31400012969971
17719,New Zealand, NZL,2007,female,25-34 years,281170,4.98,34892,Generation X,7.31400012969971
17720,New Zealand, NZL,2007,female,75+ years,142060,4.93,34892,Silent,7.31400012969971
17721,New Zealand, NZL,2007,female,55-74 years,371080,4.85,34892,Silent,7.31400012969971
17722,New Zealand, NZL,2007,female,5-14 years,290770,0.34,34892,Generation Z,7.31400012969971
17723,New Zealand, NZL,2007,male,5-14 years,305270,0.33,34892,Generation Z,7.31400012969971
17724,New Zealand, NZL,2008,male,25-34 years,263560,26.56,33585,Generation X,7.31400012969971
17725,New Zealand, NZL,2008,male,15-24 years,314500,26.39,33585,Millenials,7.31400012969971
17726,New Zealand, NZL,2008,male,35-54 years,590880,23.52,33585,Boomers,7.31400012969971
17727,New Zealand, NZL,2008,male,55-74 years,365500,18.88,33585,Silent,7.31400012969971
17728,New Zealand, NZL,2008,male,75+ years,101730,17.69,33585,Silent,7.31400012969971
17729,New Zealand, NZL,2008,female,15-24 years,304640,12.47,33585,Millenials,7.31400012969971
17730,New Zealand, NZL,2008,female,35-54 years,631720,8.23,33585,Boomers,7.31400012969971
17731,New Zealand, NZL,2008,female,25-34 years,280380,6.42,33585,Generation X,7.31400012969971
17732,New Zealand, NZL,2008,female,55-74 years,381910,5.76,33585,Silent,7.31400012969971
17733,New Zealand, NZL,2008,female,75+ years,144290,4.16,33585,Silent,7.31400012969971
17734,New Zealand, NZL,2008,female,5-14 years,287370,1.04,33585,Generation Z,7.31400012969971
17735,New Zealand, NZL,2008,male,5-14 years,301970,0.66,33585,Generation Z,7.31400012969971
17736,New Zealand, NZL,2009,male,15-24 years,320230,29.35,30259,Millenials,7.31400012969971
17737,New Zealand, NZL,2009,male,35-54 years,591800,24.33,30259,Boomers,7.31400012969971
17738,New Zealand, NZL,2009,male,25-34 years,267390,23.94,30259,Generation X,7.31400012969971
17739,New Zealand, NZL,2009,male,75+ years,104540,23.91,30259,Silent,7.31400012969971
17740,New Zealand, NZL,2009,male,55-74 years,376390,16.21,30259,Silent,7.31400012969971
17741,New Zealand, NZL,2009,female,25-34 years,281930,7.09,30259,Generation X,7.31400012969971
17742,New Zealand, NZL,2009,female,15-24 years,307230,6.84,30259,Millenials,7.31400012969971
17743,New Zealand, NZL,2009,female,35-54 years,634540,6.62,30259,Boomers,7.31400012969971
17744,New Zealand, NZL,2009,female,55-74 years,393990,5.84,30259,Silent,7.31400012969971
17745,New Zealand, NZL,2009,female,75+ years,146230,5.47,30259,Silent,7.31400012969971
17746,New Zealand, NZL,2009,male,5-14 years,300000,2.0,30259,Generation Z,7.31400012969971
17747,New Zealand, NZL,2009,female,5-14 years,285710,1.4,30259,Generation Z,7.31400012969971
17748,New Zealand, NZL,2010,male,35-54 years,591000,26.23,36145,Generation X,7.31400012969971
17749,New Zealand, NZL,2010,male,25-34 years,272460,23.86,36145,Generation X,7.31400012969971
17750,New Zealand, NZL,2010,male,15-24 years,326870,23.56,36145,Millenials,7.31400012969971
17751,New Zealand, NZL,2010,male,75+ years,107610,18.59,36145,Silent,7.31400012969971
17752,New Zealand, NZL,2010,male,55-74 years,387900,17.27,36145,Silent,7.31400012969971
17753,New Zealand, NZL,2010,female,15-24 years,310690,11.27,36145,Millenials,7.31400012969971
17754,New Zealand, NZL,2010,female,25-34 years,285250,10.52,36145,Generation X,7.31400012969971
17755,New Zealand, NZL,2010,female,35-54 years,635970,8.02,36145,Generation X,7.31400012969971
17756,New Zealand, NZL,2010,female,75+ years,148370,6.07,36145,Silent,7.31400012969971
17757,New Zealand, NZL,2010,female,55-74 years,406770,5.16,36145,Silent,7.31400012969971
17758,New Zealand, NZL,2010,female,5-14 years,284090,1.06,36145,Generation Z,7.31400012969971
17759,New Zealand, NZL,2010,male,5-14 years,298490,1.01,36145,Generation Z,7.31400012969971
17760,New Zealand, NZL,2011,male,15-24 years,330920,29.01,41184,Millenials,7.31400012969971
17761,New Zealand, NZL,2011,male,25-34 years,277600,25.22,41184,Millenials,7.31400012969971
17762,New Zealand, NZL,2011,male,35-54 years,586950,21.98,41184,Generation X,7.31400012969971
17763,New Zealand, NZL,2011,male,75+ years,110720,17.16,41184,Silent,7.31400012969971
17764,New Zealand, NZL,2011,male,55-74 years,399890,15.0,41184,Boomers,7.31400012969971
17765,New Zealand, NZL,2011,female,15-24 years,311490,10.59,41184,Millenials,7.31400012969971
17766,New Zealand, NZL,2011,female,25-34 years,288510,6.59,41184,Millenials,7.31400012969971
17767,New Zealand, NZL,2011,female,35-54 years,633580,5.37,41184,Generation X,7.31400012969971
17768,New Zealand, NZL,2011,female,75+ years,150850,5.3,41184,Silent,7.31400012969971
17769,New Zealand, NZL,2011,female,55-74 years,419820,4.53,41184,Boomers,7.31400012969971
17770,New Zealand, NZL,2011,female,5-14 years,283270,1.06,41184,Generation Z,7.31400012969971
17771,New Zealand, NZL,2011,male,5-14 years,296860,1.01,41184,Generation Z,7.31400012969971
17772,New Zealand, NZL,2012,male,15-24 years,331070,32.32,42756,Millenials,7.31400012969971
17773,New Zealand, NZL,2012,male,35-54 years,581830,25.95,42756,Generation X,7.31400012969971
17774,New Zealand, NZL,2012,male,25-34 years,283640,21.15,42756,Millenials,7.31400012969971
17775,New Zealand, NZL,2012,male,75+ years,114250,21.01,42756,Silent,7.31400012969971
17776,New Zealand, NZL,2012,male,55-74 years,411660,13.36,42756,Boomers,7.31400012969971
17777,New Zealand, NZL,2012,female,15-24 years,310390,13.21,42756,Millenials,7.31400012969971
17778,New Zealand, NZL,2012,female,75+ years,153580,7.81,42756,Silent,7.31400012969971
17779,New Zealand, NZL,2012,female,35-54 years,629670,7.62,42756,Generation X,7.31400012969971
17780,New Zealand, NZL,2012,female,25-34 years,291540,7.55,42756,Millenials,7.31400012969971
17781,New Zealand, NZL,2012,female,55-74 years,432800,3.93,42756,Boomers,7.31400012969971
17782,New Zealand, NZL,2012,male,5-14 years,297240,2.35,42756,Generation Z,7.31400012969971
17783,New Zealand, NZL,2012,female,5-14 years,283200,1.77,42756,Generation Z,7.31400012969971
17784,New Zealand, NZL,2013,male,35-54 years,583390,24.0,46198,Generation X,7.31400012969971
17785,New Zealand, NZL,2013,male,15-24 years,319330,23.49,46198,Millenials,7.31400012969971
17786,New Zealand, NZL,2013,male,75+ years,113910,22.83,46198,Silent,7.31400012969971
17787,New Zealand, NZL,2013,male,25-34 years,264840,19.26,46198,Millenials,7.31400012969971
17788,New Zealand, NZL,2013,male,55-74 years,424590,17.43,46198,Boomers,7.31400012969971
17789,New Zealand, NZL,2013,female,15-24 years,308050,12.01,46198,Millenials,7.31400012969971
17790,New Zealand, NZL,2013,female,35-54 years,635060,9.92,46198,Generation X,7.31400012969971
17791,New Zealand, NZL,2013,female,25-34 years,283720,7.4,46198,Millenials,7.31400012969971
17792,New Zealand, NZL,2013,female,55-74 years,447810,4.24,46198,Boomers,7.31400012969971
17793,New Zealand, NZL,2013,female,75+ years,152240,3.28,46198,Silent,7.31400012969971
17794,New Zealand, NZL,2013,female,5-14 years,291080,0.69,46198,Generation Z,7.31400012969971
17795,New Zealand, NZL,2013,male,5-14 years,305750,0.0,46198,Generation Z,7.31400012969971
17796,Nicaragua, NIC,2010,male,75+ years,45706,17.5,1715,Silent,6.07100009918213
17797,Nicaragua, NIC,2010,male,25-34 years,477796,17.16,1715,Generation X,6.07100009918213
17798,Nicaragua, NIC,2010,male,35-54 years,524715,13.91,1715,Generation X,6.07100009918213
17799,Nicaragua, NIC,2010,male,15-24 years,614837,13.5,1715,Millenials,6.07100009918213
17800,Nicaragua, NIC,2010,male,55-74 years,199900,11.51,1715,Silent,6.07100009918213
17801,Nicaragua, NIC,2010,female,15-24 years,594335,5.55,1715,Millenials,6.07100009918213
17802,Nicaragua, NIC,2010,female,25-34 years,497514,3.01,1715,Generation X,6.07100009918213
17803,Nicaragua, NIC,2010,female,35-54 years,599881,3.0,1715,Generation X,6.07100009918213
17804,Nicaragua, NIC,2010,female,55-74 years,238978,1.67,1715,Silent,6.07100009918213
17805,Nicaragua, NIC,2010,female,5-14 years,609040,1.15,1715,Generation Z,6.07100009918213
17806,Nicaragua, NIC,2010,male,5-14 years,642002,0.78,1715,Generation Z,6.07100009918213
17807,Nicaragua, NIC,2010,female,75+ years,62723,0.0,1715,Silent,6.07100009918213
17808,Nicaragua, NIC,2011,male,25-34 years,490946,16.7,1888,Millenials,6.07100009918213
17809,Nicaragua, NIC,2011,male,75+ years,47848,14.63,1888,Silent,6.07100009918213
17810,Nicaragua, NIC,2011,male,15-24 years,615256,14.3,1888,Millenials,6.07100009918213
17811,Nicaragua, NIC,2011,male,55-74 years,208944,13.88,1888,Boomers,6.07100009918213
17812,Nicaragua, NIC,2011,male,35-54 years,539194,11.31,1888,Generation X,6.07100009918213
17813,Nicaragua, NIC,2011,female,15-24 years,593303,9.1,1888,Millenials,6.07100009918213
17814,Nicaragua, NIC,2011,female,25-34 years,508442,2.56,1888,Millenials,6.07100009918213
17815,Nicaragua, NIC,2011,female,55-74 years,250720,2.39,1888,Boomers,6.07100009918213
17816,Nicaragua, NIC,2011,female,35-54 years,616933,1.78,1888,Generation X,6.07100009918213
17817,Nicaragua, NIC,2011,female,5-14 years,603810,1.49,1888,Generation Z,6.07100009918213
17818,Nicaragua, NIC,2011,male,5-14 years,637235,1.41,1888,Generation Z,6.07100009918213
17819,Nicaragua, NIC,2011,female,75+ years,65290,0.0,1888,Silent,6.07100009918213
17820,Nicaragua, NIC,2012,male,25-34 years,503628,14.69,2006,Millenials,6.07100009918213
17821,Nicaragua, NIC,2012,male,15-24 years,615327,11.86,2006,Millenials,6.07100009918213
17822,Nicaragua, NIC,2012,male,55-74 years,218891,10.96,2006,Boomers,6.07100009918213
17823,Nicaragua, NIC,2012,male,35-54 years,554382,9.56,2006,Generation X,6.07100009918213
17824,Nicaragua, NIC,2012,male,75+ years,49926,8.01,2006,Silent,6.07100009918213
17825,Nicaragua, NIC,2012,female,15-24 years,591526,7.1,2006,Millenials,6.07100009918213
17826,Nicaragua, NIC,2012,female,25-34 years,518676,3.28,2006,Millenials,6.07100009918213
17827,Nicaragua, NIC,2012,female,35-54 years,634573,1.89,2006,Generation X,6.07100009918213
17828,Nicaragua, NIC,2012,female,55-74 years,263316,1.52,2006,Boomers,6.07100009918213
17829,Nicaragua, NIC,2012,female,75+ years,67819,1.47,2006,Silent,6.07100009918213
17830,Nicaragua, NIC,2012,female,5-14 years,599655,1.0,2006,Generation Z,6.07100009918213
17831,Nicaragua, NIC,2012,male,5-14 years,633724,0.95,2006,Generation Z,6.07100009918213
17832,Nicaragua, NIC,2013,male,25-34 years,515416,16.1,2062,Millenials,6.07100009918213
17833,Nicaragua, NIC,2013,male,55-74 years,229411,14.38,2062,Boomers,6.07100009918213
17834,Nicaragua, NIC,2013,male,15-24 years,615015,13.82,2062,Millenials,6.07100009918213
17835,Nicaragua, NIC,2013,male,35-54 years,570472,11.92,2062,Generation X,6.07100009918213
17836,Nicaragua, NIC,2013,male,75+ years,51968,11.55,2062,Silent,6.07100009918213
17837,Nicaragua, NIC,2013,female,15-24 years,589004,6.45,2062,Millenials,6.07100009918213
17838,Nicaragua, NIC,2013,female,35-54 years,652953,2.3,2062,Generation X,6.07100009918213
17839,Nicaragua, NIC,2013,female,25-34 years,527875,1.89,2062,Millenials,6.07100009918213
17840,Nicaragua, NIC,2013,female,5-14 years,596571,1.68,2062,Generation Z,6.07100009918213
17841,Nicaragua, NIC,2013,female,55-74 years,276506,0.72,2062,Boomers,6.07100009918213
17842,Nicaragua, NIC,2013,male,5-14 years,631355,0.16,2062,Generation Z,6.07100009918213
17843,Nicaragua, NIC,2013,female,75+ years,70389,0.0,2062,Silent,6.07100009918213
17844,Nicaragua, NIC,2014,male,25-34 years,525741,13.89,2199,Millenials,6.07100009918213
17845,Nicaragua, NIC,2014,male,55-74 years,240048,12.08,2199,Boomers,6.07100009918213
17846,Nicaragua, NIC,2014,male,35-54 years,587734,11.4,2199,Generation X,6.07100009918213
17847,Nicaragua, NIC,2014,male,15-24 years,614142,10.58,2199,Millenials,6.07100009918213
17848,Nicaragua, NIC,2014,male,75+ years,54010,7.41,2199,Silent,6.07100009918213
17849,Nicaragua, NIC,2014,female,15-24 years,585711,5.29,2199,Millenials,6.07100009918213
17850,Nicaragua, NIC,2014,female,25-34 years,535623,2.99,2199,Millenials,6.07100009918213
17851,Nicaragua, NIC,2014,female,75+ years,73073,2.74,2199,Silent,6.07100009918213
17852,Nicaragua, NIC,2014,female,55-74 years,289927,2.07,2199,Boomers,6.07100009918213
17853,Nicaragua, NIC,2014,female,5-14 years,594338,2.02,2199,Generation Z,6.07100009918213
17854,Nicaragua, NIC,2014,male,5-14 years,629806,0.48,2199,Generation Z,6.07100009918213
17855,Nicaragua, NIC,2014,female,35-54 years,672271,0.45,2199,Generation X,6.07100009918213
17856,Nicaragua, NIC,2015,male,75+ years,56061,12.49,2303,Silent,6.07100009918213
17857,Nicaragua, NIC,2015,male,25-34 years,534310,12.17,2303,Millenials,6.07100009918213
17858,Nicaragua, NIC,2015,male,15-24 years,612707,11.1,2303,Millenials,6.07100009918213
17859,Nicaragua, NIC,2015,male,35-54 years,606317,11.05,2303,Generation X,6.07100009918213
17860,Nicaragua, NIC,2015,male,55-74 years,250532,7.18,2303,Boomers,6.07100009918213
17861,Nicaragua, NIC,2015,female,15-24 years,581787,7.05,2303,Millenials,6.07100009918213
17862,Nicaragua, NIC,2015,female,25-34 years,541679,3.51,2303,Millenials,6.07100009918213
17863,Nicaragua, NIC,2015,female,35-54 years,692648,2.02,2303,Generation X,6.07100009918213
17864,Nicaragua, NIC,2015,female,55-74 years,303372,1.32,2303,Boomers,6.07100009918213
17865,Nicaragua, NIC,2015,female,5-14 years,592557,1.18,2303,Generation Z,6.07100009918213
17866,Nicaragua, NIC,2015,male,5-14 years,628588,0.8,2303,Generation Z,6.07100009918213
17867,Nicaragua, NIC,2015,female,75+ years,75925,0.0,2303,Silent,6.07100009918213
17868,Norway, NOR,1986,male,35-54 years,500900,27.35,20117,Silent,7.537000179290769
17869,Norway, NOR,1986,male,25-34 years,318200,27.03,20117,Boomers,7.537000179290769
17870,Norway, NOR,1986,male,55-74 years,383100,26.36,20117,G.I. Generation,7.537000179290769
17871,Norway, NOR,1986,male,15-24 years,336000,20.54,20117,Generation X,7.537000179290769
17872,Norway, NOR,1986,male,75+ years,102800,18.48,20117,G.I. Generation,7.537000179290769
17873,Norway, NOR,1986,female,35-54 years,480100,13.96,20117,Silent,7.537000179290769
17874,Norway, NOR,1986,female,55-74 years,430100,13.02,20117,G.I. Generation,7.537000179290769
17875,Norway, NOR,1986,female,75+ years,173700,5.76,20117,G.I. Generation,7.537000179290769
17876,Norway, NOR,1986,female,25-34 years,303600,4.94,20117,Boomers,7.537000179290769
17877,Norway, NOR,1986,female,15-24 years,320000,3.75,20117,Generation X,7.537000179290769
17878,Norway, NOR,1986,male,5-14 years,288100,2.43,20117,Generation X,7.537000179290769
17879,Norway, NOR,1986,female,5-14 years,275100,0.0,20117,Generation X,7.537000179290769
17880,Norway, NOR,1987,male,75+ years,105000,33.33,23980,G.I. Generation,7.537000179290769
17881,Norway, NOR,1987,male,55-74 years,379500,32.94,23980,G.I. Generation,7.537000179290769
17882,Norway, NOR,1987,male,25-34 years,321100,29.27,23980,Boomers,7.537000179290769
17883,Norway, NOR,1987,male,35-54 years,511400,29.14,23980,Silent,7.537000179290769
17884,Norway, NOR,1987,male,15-24 years,339300,23.58,23980,Generation X,7.537000179290769
17885,Norway, NOR,1987,female,55-74 years,426400,12.66,23980,G.I. Generation,7.537000179290769
17886,Norway, NOR,1987,female,35-54 years,489000,12.27,23980,Silent,7.537000179290769
17887,Norway, NOR,1987,female,25-34 years,305900,9.48,23980,Boomers,7.537000179290769
17888,Norway, NOR,1987,female,15-24 years,322900,3.72,23980,Generation X,7.537000179290769
